Sort algorithm time record(Millisecond):,,,,,,,,,,,
Data size,mergeSort,mergeSortNotOpt,radixSort,sort(STL),quickSort,quickStNotOpt,heapSort,shellSort,insertionSort,bubbleSort,selectionSort
26800,1.328,1.4444,1.8501,1.4232,1.4205,1.7679,2.6754,2.715,,,
26900,1.1866,1.6353,2.9723,1.9044,1.9081,2.4299,3.1732,2.8557,,,
27000,1.2557,1.4073,1.9793,1.5723,1.4223,2.1062,3.0558,2.6061,,,
27100,1.0856,1.2304,2.0089,1.4374,1.4494,1.9279,2.7082,2.4323,,,
27200,1.0969,1.2678,1.8067,1.381,1.5736,1.9871,2.8063,2.5946,,,
27300,1.1221,1.2996,1.915,1.5884,1.5471,1.9396,2.8895,2.9162,,,
27400,1.2011,1.3175,1.8713,1.4162,1.6823,2.267,2.9166,2.3458,,,
27500,1.1304,1.3254,1.9714,1.5346,1.4872,1.8713,2.9634,2.4766,,,
27600,1.1688,1.6817,2.2,1.494,1.4191,1.8503,2.9506,2.618,,,
27700,1.1411,1.397,1.8919,1.5905,1.7817,1.8898,2.9126,2.4075,,,
27800,1.2996,1.5017,1.914,1.5037,1.4412,1.8355,3.0562,2.3665,,,
27900,1.1773,1.2945,1.9873,1.5643,1.4125,1.9298,2.7995,2.4895,,,
28000,1.2418,1.4531,1.9983,1.5164,1.4688,1.8918,3.0146,2.5981,,,
28100,1.1871,1.4926,1.996,1.4414,1.4964,1.9749,2.9172,2.7122,,,
28200,1.3435,1.3716,1.981,1.5845,1.4621,1.9639,3.2727,2.7031,,,
28300,1.3998,1.4641,2.0836,1.6123,1.6,2.1092,3.265,2.7948,,,
28400,1.1989,1.3161,2.0616,1.4351,1.4606,2.0037,2.9729,2.5671,,,
28500,1.2556,1.3472,1.9986,1.5103,1.5261,2.2215,3.1626,2.8189,,,
28600,1.254,1.4249,2.0071,1.6249,1.6794,2.2131,3.2529,2.7836,,,
28700,1.2086,1.2937,2.1452,1.5391,1.6588,2.2429,3.0366,2.5281,,,
28800,1.327,1.4075,2.2074,1.6577,1.5623,2.0988,2.8972,2.5686,,,
28900,1.439,1.4637,1.9884,1.4596,1.6915,2.132,3.1133,2.7462,,,
29000,1.2084,1.4106,2.1497,1.5708,1.4605,2.1482,3.2591,2.6193,,,
29100,1.244,1.3305,1.9564,1.6615,1.5472,2.1131,2.9283,2.8091,,,
29200,1.2795,1.3919,2.5722,1.6568,1.9992,1.9709,3.0162,2.7633,,,
29300,1.221,1.4072,2.0087,1.5286,1.6118,2.2973,3.0756,2.5959,,,
29400,1.478,1.6194,2.3432,1.6039,1.5206,1.9472,3.1985,2.9096,,,
29500,1.2389,1.403,2.3798,1.6066,1.7418,3.08,3.2435,2.8745,,,
29600,1.5176,1.3575,1.9604,1.5628,1.4859,2.1914,3.3366,2.7196,,,
29700,1.3974,1.4575,2.1592,1.6263,1.5959,2.1316,3.8645,2.6585,,,
29800,1.511,1.3665,2.0411,1.5635,1.7574,2.3823,3.4561,2.6814,,,
29900,1.2191,1.4327,2.3187,1.6201,1.6799,2.1716,3.0484,2.7815,,,
30000,1.1895,1.3905,2.1239,1.7036,1.5637,2.1981,3.2164,2.6726,,,
30100,1.301,1.4778,2.1466,1.5568,1.681,2.0676,3.1109,2.854,,,
30200,1.3732,1.3863,2.004,1.7603,1.9573,2.3376,3.2268,2.7184,,,
30300,1.3425,1.6267,2.3116,1.7263,1.5915,2.2269,3.25,2.8276,,,
30400,1.2578,1.5502,2.4161,1.8564,1.7149,1.9785,3.0202,2.9204,,,
30500,1.2956,1.5349,2.0438,1.5713,1.6803,2.2892,3.1835,2.813,,,
30600,1.4148,1.582,2.5335,1.9237,1.638,2.2408,3.2757,2.9038,,,
30700,1.3707,1.4862,2.2207,1.786,1.9955,2.3981,3.0742,3.0509,,,
30800,1.564,1.8669,2.8764,2.5916,2.0672,2.5793,4.9708,2.9354,,,
30900,1.4371,1.5908,2.1564,1.6416,1.8303,2.0437,3.2467,2.7663,,,
31000,1.3244,1.7075,2.1528,1.7522,1.6208,2.1337,3.3513,2.7826,,,
31100,1.3855,1.5259,2.382,1.7486,1.7013,2.8173,4.0695,3.1078,,,
31200,1.634,1.6231,2.3644,1.6211,1.6247,2.0406,3.1002,2.735,,,
31300,1.2653,1.4682,2.0814,1.6053,1.761,2.0581,3.1162,2.7293,,,
31400,1.3062,1.4563,2.0991,1.6319,1.6145,2.0604,3.1486,3.0191,,,
31500,1.312,1.7081,2.3624,1.7154,1.6958,2.248,3.4779,3.3859,,,
31600,1.396,1.5747,2.0832,1.7161,1.7611,2.2471,3.2332,2.833,,,
31700,1.4662,1.5082,2.1644,1.821,1.9016,2.2355,3.7357,3.2041,,,
31800,1.31,1.5333,2.3121,1.8683,2.1543,2.6271,3.6134,3.1028,,,
31900,1.7522,1.9575,2.6855,1.7933,1.8056,2.7944,3.6269,3.18,,,
32000,1.4267,1.978,2.3247,1.8283,2.0924,2.4006,4.0564,3.4923,,,
32100,1.3738,1.6764,2.2117,1.8063,1.9735,2.052,3.329,3.7055,,,
32200,1.3887,1.5299,2.2926,1.865,1.6882,2.3143,3.4971,2.9101,,,
32300,1.7911,1.5775,2.3435,2.0036,1.9295,2.7078,3.3463,2.9531,,,
32400,1.4362,1.5733,2.3217,1.7887,1.9474,2.2703,3.5662,2.8246,,,
32500,1.3889,1.6783,2.4813,1.8848,1.8382,2.1927,3.3376,3.1793,,,
32600,1.4208,1.5687,2.3699,1.7601,1.8851,2.2848,3.5223,3.0747,,,
32700,1.9595,1.965,2.8821,2.2055,1.9041,3.3968,4.7246,3.8037,,,
32800,1.3666,1.6413,2.6797,1.8272,1.8982,2.6675,3.5126,3.2254,,,
32900,1.6091,2.01,3.343,2.2974,2.299,2.7306,4.5808,4.2818,,,
33000,1.4119,1.548,2.3042,1.735,1.7279,2.5092,3.601,3.0703,,,
33100,1.5932,1.7772,2.2964,1.8249,1.8028,2.3884,3.501,3.0045,,,
33200,1.7147,1.559,2.2245,1.7365,1.7259,2.214,3.3224,3.0563,,,
33300,1.7045,1.7199,2.3578,1.7938,2.318,3.3593,3.4971,2.9033,,,
33400,1.5176,1.6606,2.6466,1.863,1.7877,2.3503,4.2055,3.3631,,,
33500,1.689,1.7996,2.5194,1.7805,1.8033,2.215,3.3505,3.3978,,,
33600,1.4001,1.5518,2.7983,1.9432,1.9975,2.6713,3.7345,3.11,,,
33700,1.4967,1.8004,2.5601,2.1604,1.9145,2.4117,3.7135,2.9839,,,
33800,1.5623,1.7757,2.4654,1.8703,1.9958,2.3173,3.4733,3.1667,,,
33900,1.8132,1.8455,2.3998,1.8054,1.873,2.5695,3.5873,3.2168,,,
34000,1.5051,1.9679,2.4254,2.0651,1.9134,2.2869,3.974,3.1929,,,
34100,1.5075,2.0909,2.6364,1.879,1.9712,2.4104,3.7955,3.1927,,,
34200,1.5853,1.9147,2.6277,2.0012,1.916,2.3805,3.7727,3.2901,,,
34300,1.4316,1.71,2.5375,2.0951,2.0142,2.4153,3.7165,3.3195,,,
34400,1.5307,1.6763,2.6562,1.8715,1.8674,2.8326,3.9594,3.1249,,,
34500,1.5749,1.6718,2.33,1.9054,1.909,2.9022,4.0671,3.4247,,,
34600,1.4227,2.0321,2.6248,1.9643,2.1428,2.413,3.8442,3.2088,,,
34700,1.6015,1.7698,2.5375,1.861,1.8545,2.3099,4.0052,3.3187,,,
34800,1.4788,1.8227,2.4893,2.0472,1.8715,2.6574,4.2981,3.5258,,,
34900,1.5448,2.0608,2.7701,1.9028,2.1006,2.4262,3.813,3.2824,,,
35000,1.6733,1.7074,2.6227,1.8923,1.9718,2.3839,3.8989,3.188,,,
35100,1.4223,1.6948,2.4845,1.828,1.8834,2.4791,3.8001,3.2928,,,
35200,1.5027,1.8854,2.8418,2.2486,2.1635,2.7872,3.5695,3.244,,,
35300,1.593,1.7252,2.4837,2.0611,1.8358,2.4137,4.0101,3.3119,,,
35400,1.5363,1.7637,2.482,2.0267,1.9449,2.3639,3.5827,3.6326,,,
35500,1.546,1.9732,2.622,1.9737,1.9485,2.4738,3.7243,3.3612,,,
35600,1.5321,1.7483,2.5745,1.9301,2.0581,2.79,4.0184,3.3377,,,
35700,1.7169,1.7046,2.5543,1.9961,2.0029,2.6838,4.0173,3.5099,,,
35800,1.584,1.7262,2.5773,2.205,2.0352,2.4715,4.0495,3.3642,,,
35900,1.5454,1.7559,2.5451,1.9702,2.0463,2.6507,4.1002,3.197,,,
36000,1.4537,1.8637,2.9388,2.1517,1.865,2.396,4.0145,3.3155,,,
36100,1.6777,1.8753,2.6167,2.0533,1.9396,2.4834,3.8046,3.7052,,,
36200,1.5857,1.6927,2.6852,2.045,1.949,2.5854,4.0151,3.7227,,,
36300,1.5526,1.9077,2.6626,2.4721,2.0631,2.6505,4.0169,3.9001,,,
36400,1.6226,1.8705,2.7077,2.3734,2.1029,2.5369,4.0568,3.5601,,,
36500,1.6382,1.939,2.7989,2.2593,2.1401,2.7129,4.0526,3.7131,,,
36600,1.5262,1.7758,2.5917,2.0113,1.9881,2.6796,3.9591,3.5512,,,
36700,1.7126,1.7494,2.7943,2.2801,2.0023,2.5464,4.2161,4.3202,,,
36800,1.5008,1.7577,2.5856,2.1261,2.3709,2.8551,3.9969,3.4021,,,
36900,1.5913,1.8433,2.6396,2.0811,1.949,2.8038,3.8345,3.4582,,,
37000,1.6726,2.0129,2.9051,2.0996,2.0572,2.6953,4.0555,3.5036,,,
37100,1.5933,1.8672,2.505,2.0062,2.0542,3.1719,4.0069,3.426,,,
37200,2.0385,1.8975,2.727,2.1358,2.0453,2.5892,4.0875,3.5712,,,
37300,1.6106,1.9511,2.8055,2.2726,2.1916,2.5856,4.1809,3.4849,,,
37400,1.7278,1.8318,2.8552,2.2513,2.0045,2.6459,4.1413,3.6924,,,
37500,1.6526,1.9469,2.7839,2.1586,2.1003,2.6114,4.0635,3.9071,,,
37600,1.6789,1.8591,3.7225,2.2178,2.1463,2.8652,4.1647,3.8142,,,
37700,1.6659,1.8371,2.8425,2.2373,2.3021,3.07,4.0201,3.7171,,,
37800,1.6656,1.8089,2.783,2.4604,2.106,2.8775,4.1659,3.6097,,,
37900,1.6254,1.9129,2.7721,2.3263,2.2492,2.7841,4.2582,3.6906,,,
38000,1.6886,1.8957,2.802,2.2688,2.146,2.7633,4.0914,4.0201,,,
38100,1.7467,1.7781,2.6455,2.1055,2.1022,2.8446,4.149,3.9961,,,
38200,1.5858,1.7905,2.5614,2.2988,2.4109,2.7461,4.1121,3.646,,,
38300,1.7822,1.8388,2.6845,2.2035,2.1238,2.7435,4.3745,3.6525,,,
38400,1.7506,2.1877,2.8,2.3308,2.3659,2.8306,4.2338,3.6901,,,
38500,1.6347,1.8929,2.7797,2.2904,2.4353,2.6547,4.1507,3.6209,,,
38600,1.6296,1.829,3.0765,2.3983,2.4481,2.9402,4.7383,3.813,,,
38700,1.7309,1.9114,2.7081,2.5627,2.4668,2.8912,4.2676,4.0596,,,
38800,1.8027,1.9085,2.8313,2.323,2.0703,2.7239,4.2079,3.7278,,,
38900,1.8668,1.9552,2.9429,2.2043,2.1211,2.8548,4.4143,3.8364,,,
39000,1.6095,1.9385,2.8277,2.3526,2.1454,2.8331,4.2644,3.8397,,,
39100,1.694,2.0231,3.1096,2.8377,2.1595,2.7752,4.2593,3.7053,,,
39200,1.7695,2.1713,3.0855,2.3578,2.3978,3.1551,4.8106,4.1296,,,
39300,2.2262,2.3525,3.4354,2.7747,2.5747,3.0617,4.7661,3.8649,,,
39400,1.8369,2.0701,3.1634,2.5113,2.1913,2.9084,4.5819,3.8855,,,
39500,1.9256,1.86,2.7321,2.3263,2.1499,2.9146,4.3529,4.0306,,,
39600,2.1013,1.993,2.9695,2.2241,2.1316,3.1503,4.0904,3.8957,,,
39700,1.6999,2.2501,3.0772,2.1842,2.0935,2.7522,4.4702,4.1194,,,
39800,1.7549,1.9438,2.8023,2.7109,2.2059,2.8403,4.638,3.6641,,,
39900,2.0422,2.279,2.7748,3.0193,2.1041,2.6772,4.8598,4.468,,,
40000,2.3651,2.3329,3.8342,2.8769,2.8958,3.7181,5.5479,5.0367,,,
40100,1.7476,2.028,2.8541,2.3204,2.444,3.0418,4.5657,4.9484,,,
40200,2.0973,2.937,4.6631,2.4847,2.525,3.2684,4.6659,3.8698,,,
40300,1.7879,1.9739,2.8679,2.2449,2.1872,3.1734,4.5454,4.0084,,,
40400,1.6887,1.897,2.9753,2.4069,2.3282,3.0224,4.7198,4.1319,,,
40500,1.9096,2.0201,3.1494,2.8326,2.6224,3.0055,4.8244,4.2575,,,
40600,1.7808,1.9522,2.8593,2.283,2.2612,2.8972,5.1941,4.6851,,,
40700,1.896,2.2663,2.9687,2.3057,2.8147,3.5222,5.0258,4.1315,,,
40800,2.0042,2.8327,3.9297,2.5178,2.3596,3.1602,4.6445,4.5404,,,
40900,2.4201,2.7994,4.3314,3.0404,3.2597,4.1535,5.2649,5.3386,,,
41000,1.9092,2.0654,3.7653,2.187,2.1531,2.8585,4.275,3.8011,,,
41100,2.0864,1.9995,3.0199,2.2395,2.3198,3.0706,4.6767,3.836,,,
41200,1.7646,2.0653,2.9858,2.4162,2.1667,2.7724,4.2621,4.2963,,,
41300,2.1127,1.9687,2.9529,2.4172,2.2202,2.8927,4.2599,4.1904,,,
41400,2.098,2.0987,3.5449,2.3651,2.5246,3.1054,4.7833,3.9193,,,
41500,2.025,2.0817,2.9376,2.4005,2.5197,3.1137,4.2843,3.7626,,,
41600,1.8459,2.0764,3.4219,2.3025,2.3555,3.2171,4.7134,4.4922,,,
41700,2.0388,2.2211,3.1171,2.7317,2.3453,2.7965,4.4438,3.9883,,,
41800,1.9078,2.1512,3.4529,2.4067,2.3588,3.0252,4.5046,4.0865,,,
41900,1.9588,2.0869,2.8747,2.3477,2.5242,3.0286,4.7244,4.1938,,,
42000,1.8746,2.0808,3.1862,2.4037,2.3199,2.9248,4.3402,4.5717,,,
42100,2.119,2.2087,3.0681,2.4275,2.5026,3.0199,4.6044,4.6485,,,
42200,1.8985,2.3536,3.171,2.6057,2.3755,2.9402,4.8142,4.39,,,
42300,1.7935,2.0232,2.8499,2.4417,2.2608,2.8525,4.7351,4.0654,,,
42400,1.9494,2.2147,3.018,2.3199,2.5162,2.9747,4.7784,4.2828,,,
42500,2.2032,2.2029,2.9628,2.415,2.9919,3.9716,5.7009,5.5528,,,
42600,2.6295,2.3844,3.3553,2.4336,2.4884,4.1334,5.2075,5.1932,,,
42700,1.9741,2.4265,3.2015,3.1662,3.2472,3.742,4.7939,4.1324,,,
42800,1.7504,2.0342,2.8756,2.2854,2.2166,3.1598,4.7462,3.898,,,
42900,2.039,2.2585,3.0082,2.906,2.3029,2.9933,4.8408,4.5975,,,
43000,1.9025,2.1303,3.8591,2.8801,2.4228,2.9268,4.4063,4.3078,,,
43100,1.8329,2.2526,3.2543,2.705,2.357,3.0137,4.9668,3.9879,,,
43200,2.6897,2.8662,4.1274,3.3516,2.9701,4.1977,5.9547,4.2424,,,
43300,1.8069,2.519,3.8159,2.7045,2.3031,3.0637,4.982,4.0485,,,
43400,1.8703,2.3533,3.6888,3.0131,3.2691,3.4649,5.937,5.4765,,,
43500,2.196,2.927,4.2197,2.9939,2.6915,3.4058,5.5801,4.7779,,,
43600,2.1342,2.5452,3.3176,3.2465,2.9162,4.4949,5.1511,4.8674,,,
43700,2.5387,2.703,3.1574,2.4138,2.3678,3.1607,4.8269,5.0852,,,
43800,1.8606,2.1442,3.2945,2.6261,2.6555,3.1259,4.5227,4.3338,,,
43900,2.1397,2.3243,2.9555,2.4529,2.4084,3.1315,4.7999,4.4411,,,
44000,1.8859,2.2946,3.3872,2.6199,3.0274,4.0368,5.4282,4.9618,,,
44100,1.8303,2.171,3.6403,2.5936,2.6018,3.8717,4.9177,4.0792,,,
44200,1.8305,2.1007,3.0184,2.4293,2.6565,3.8138,5.0105,4.1238,,,
44300,1.9225,2.1123,3.3115,2.649,2.499,3.6383,4.9193,4.415,,,
44400,2.0754,2.1299,3.2,2.3699,2.3996,3.39,4.9557,4.9678,,,
44500,2.2613,2.7726,4.0102,2.9141,2.4836,3.3832,5.167,4.7438,,,
44600,1.9768,2.479,3.0192,2.3998,2.4228,3.0428,4.6569,4.2848,,,
44700,2.2651,2.5463,3.5472,2.6309,2.7308,4.0591,5.4362,4.7999,,,
44800,2.1919,2.1402,3.2403,3.227,2.6608,3.323,5.204,4.2637,,,
44900,1.975,2.53,3.4876,2.8493,3.0623,3.7368,5.7427,4.7729,,,
45000,1.9194,2.289,3.332,2.6112,2.6733,3.3173,5.326,4.7232,,,
45100,1.8622,2.1417,3.0358,2.6853,2.5874,3.1265,4.7355,4.2228,,,
45200,1.9186,2.1977,3.6385,2.6978,2.4331,3.9455,6.9147,4.5215,,,
45300,1.9715,2.2263,3.0637,2.473,2.5083,3.2166,4.6924,4.3981,,,
45400,2.0372,2.5653,3.3758,2.5452,2.7925,4.1897,5.1926,5.2979,,,
45500,2.1281,2.4935,3.202,2.4742,3.2895,3.7141,5.3626,4.6338,,,
45600,2.3095,2.7398,4.1164,2.9156,3.0683,3.7193,5.2212,4.7201,,,
45700,2.2142,2.4527,3.3307,2.7469,2.6795,3.8239,5.1613,4.8106,,,
45800,1.9505,2.5432,3.3514,2.6557,2.5849,3.7319,5.5233,4.5966,,,
45900,1.9072,2.2696,3.1437,2.494,2.5188,3.1688,4.8336,4.3102,,,
46000,1.9122,2.2333,3.2119,2.4702,2.4436,3.1378,4.8361,4.2207,,,
46100,2.0221,2.391,3.1412,2.5096,2.4061,3.4919,5.0661,4.3735,,,
46200,2.1428,2.8261,3.5216,2.6624,2.5591,3.3634,4.991,4.296,,,
46300,1.9215,2.2239,3.1766,2.7827,2.4689,3.1557,4.8103,4.3032,,,
46400,1.9428,2.4733,3.1662,2.6431,2.49,3.1959,4.8657,4.3433,,,
46500,1.9592,2.2473,3.1789,2.7249,2.4943,3.2656,4.906,4.3031,,,
46600,2.3045,2.4743,3.6493,2.5496,2.541,3.5914,4.8074,4.3927,,,
46700,1.9332,2.2361,3.2179,2.873,2.4656,3.192,4.8802,4.3556,,,
46800,1.9414,2.2387,3.1384,2.5132,2.4695,3.125,4.8594,4.9195,,,
46900,1.9321,2.2318,3.6605,2.6442,2.5149,3.1216,4.9116,4.5252,,,
47000,2.4137,2.2379,3.288,2.6554,2.6885,6.4261,8.4227,6.5057,,,
47100,2.1283,2.3544,3.5616,2.7837,2.7261,3.4877,5.0821,4.6791,,,
47200,2.4648,2.2543,3.465,2.8819,2.5337,3.2707,5.4046,4.6817,,,
47300,2.346,2.404,3.6645,2.6571,2.8047,3.1906,4.8633,4.9429,,,
47400,2.0265,2.4132,3.4333,2.7877,2.8657,3.409,5.15,4.5429,,,
47500,2.2263,2.5798,3.6042,2.5906,2.5944,3.5654,5.1892,4.7786,,,
47600,2.099,2.551,3.7462,2.7811,2.6348,3.7776,6.3446,4.8818,,,
47700,2.2067,2.6988,3.9576,2.7855,2.9508,3.4261,5.3265,4.9957,,,
47800,2.3097,2.3576,3.6538,2.6673,3.0297,3.3309,5.4203,4.4977,,,
47900,2.149,2.5168,3.4508,2.5616,2.6992,3.594,4.9921,4.7783,,,
48000,2.2584,2.6725,3.5809,2.8883,2.8916,3.7039,6.0469,4.9138,,,
48100,2.6298,2.4439,3.5784,2.5376,2.8343,3.6328,5.0427,5.2167,,,
48200,2.0633,2.2695,3.5692,2.7572,2.7083,3.7452,5.1893,4.4546,,,
48300,2.4953,2.4493,3.5223,2.9188,2.8194,3.6431,5.9914,4.8943,,,
48400,2.2892,2.3741,3.5668,2.6936,2.7157,3.6329,6.5697,5.0644,,,
48500,2.7449,2.7885,3.6355,2.6135,2.5762,3.2718,5.6046,4.8166,,,
48600,2.7746,2.7468,4.4579,2.6051,2.6431,3.8532,5.3257,5.2133,,,
48700,2.2574,2.9532,3.7237,3.161,3.4527,3.4436,5.3826,5.9882,,,
48800,2.1254,2.6996,4.1923,3.1212,2.9207,3.6618,5.6911,5.2824,,,
48900,2.2175,2.4724,3.5916,3.2487,2.7891,3.4219,5.7464,4.8863,,,
49000,2.026,2.3444,4.1623,2.8476,3.337,3.7919,5.8027,4.9139,,,
49100,2.1556,2.5991,3.3209,2.7705,2.9835,3.5914,5.8031,4.9114,,,
49200,2.0539,2.5066,3.435,2.8907,2.94,3.6615,5.2138,4.5943,,,
49300,2.4881,2.3438,3.562,3.0458,2.8714,3.6739,5.3801,4.5919,,,
49400,2.3589,2.5942,3.5714,2.7621,2.7095,4.0781,6.0729,4.7658,,,
49500,2.5231,2.7341,4.1552,3.5741,3.2602,3.7519,5.9251,5.4733,,,
49600,2.0988,2.5308,3.3969,3.3617,3.4526,4.6606,6.7171,5.0377,,,
49700,2.4654,2.6906,4.0228,3.3043,3.2192,3.9197,5.3254,4.8149,,,
49800,2.2477,2.4963,3.4638,2.7241,2.628,3.876,5.8683,4.7554,,,
49900,2.2957,2.3915,3.5393,2.8077,2.7243,3.4323,5.309,5.7204,,,
50000,2.1912,2.6013,4.0007,2.7713,2.8644,3.4059,5.0992,4.7022,,,
50100,2.0762,2.4193,3.4148,2.77,2.6849,3.6463,5.2795,4.747,,,
50200,2.3791,2.9445,4.049,3.107,3.0512,4.3409,5.9537,4.8291,,,
50300,2.2332,2.4578,4.175,3.3286,3.1267,4.1022,6.8142,6.4665,,,
50400,2.1195,2.4492,3.4555,2.9206,2.8043,3.7674,5.2913,4.7405,,,
50500,2.3022,2.6445,3.6994,3.2538,2.7276,3.4757,5.4759,5.1405,,,
50600,2.8098,2.5829,4.1,3.2609,3.18,3.6201,5.7347,4.9755,,,
50700,2.342,3.0209,4.2004,2.9461,3.1661,4.1772,5.7423,5.57,,,
50800,2.3642,2.8133,4.0219,3.4742,3.2993,3.8547,5.9998,4.9916,,,
50900,2.2471,2.8441,3.9956,2.8039,2.9436,3.8851,6.0575,4.9462,,,
51000,2.6898,2.563,3.4774,2.7883,2.7459,3.8614,6.0947,5.2262,,,
51100,2.8803,3.1517,4.6499,3.9601,3.778,5.0521,7.2633,6.5364,,,
51200,2.2494,2.6223,3.9966,2.8316,2.7166,4.2092,5.8131,5.0589,,,
51300,2.4994,2.5202,3.802,2.9883,3.4847,3.859,5.9862,5.7296,,,
51400,2.4161,3.0059,3.7398,2.868,2.8106,4.2429,5.5275,5.071,,,
51500,2.2022,2.9914,3.6551,2.9466,2.8117,3.8341,6.1202,5.7708,,,
51600,2.4465,2.9878,3.7238,3.1583,3.0006,3.6904,5.9717,5.1357,,,
51700,2.4448,2.7729,3.9888,2.9427,3.0784,3.973,5.8658,5.366,,,
51800,2.3758,2.6423,3.6405,2.8988,2.8135,4.1256,6.0482,5.1475,,,
51900,2.3203,2.9296,3.6961,3.0171,3.1705,4.1614,6.1891,5.263,,,
52000,2.5263,2.8231,3.6154,2.9617,3.2344,3.7268,5.7125,5.5653,,,
52100,2.3808,3.0185,3.8934,2.9304,3.0257,3.945,6.2195,5.7367,,,
52200,2.4047,2.6893,4.173,3.1894,3.1692,3.7308,6.43,5.3718,,,
52300,2.4653,2.6307,3.8694,3.328,3.3535,4.2846,5.8801,5.5765,,,
52400,2.4657,2.8594,6.7759,4.0399,3.15,3.9981,6.5465,6.1158,,,
52500,2.4561,2.8579,4.0861,3.0482,3.1265,3.927,5.902,5.4094,,,
52600,2.3233,2.6726,4.0119,2.9372,3.1859,4.1329,5.9806,5.1208,,,
52700,2.2614,2.5921,4.4173,3.0556,2.8216,3.7822,6.6318,5.5739,,,
52800,2.4128,2.6321,4.8694,3.2445,2.8343,4.3387,5.9438,5.6994,,,
52900,2.4631,2.8317,3.7032,3.3247,3.3016,4.0974,5.9827,5.543,,,
53000,2.3709,2.8132,4.1196,3.2655,3.5335,3.8672,5.964,5.3532,,,
53100,2.3925,2.7105,4.1206,3.2031,3.1396,4.0067,6.0866,5.6141,,,
53200,2.355,2.6232,3.9903,3.0678,3.0643,3.9861,5.8013,5.762,,,
53300,2.3335,2.6617,4.2605,3.0466,2.9973,3.8845,5.8279,5.707,,,
53400,2.3232,2.665,3.7906,3.2254,3.6013,3.926,6.2947,5.5499,,,
53500,2.4585,2.6888,4.2482,3.317,3.481,3.7074,6.4466,5.9464,,,
53600,2.3749,2.8802,3.9458,3.04,3.1049,4.2024,5.8538,5.7875,,,
53700,2.347,2.8415,4.0325,3.1804,3.697,3.9393,6.2203,6.1885,,,
53800,2.3391,2.7102,4.0429,3.4772,3.7893,4.6457,5.7466,5.8108,,,
53900,2.645,2.6866,4.0477,3.0952,3.1176,3.9422,5.8539,5.5168,,,
54000,2.4241,2.7734,3.9121,3.1658,3.5163,4.1625,6.5985,7.0924,,,
54100,2.6453,2.6068,3.7164,3.0084,2.9067,4.32,6.0048,5.7844,,,
54200,2.4583,2.7371,3.841,3.469,3.238,3.9239,6.3333,5.8649,,,
54300,2.7118,2.9967,3.8105,3.2309,3.4159,4.4486,5.8543,5.432,,,
54400,2.4864,3.067,3.9902,2.9612,3.2899,3.9816,5.8848,5.5878,,,
54500,2.6602,3.0013,4.044,3.0779,3.7266,4.0211,5.96,5.7335,,,
54600,2.4822,2.7941,3.961,3.3022,3.134,4.2304,6.4412,7.8504,,,
54700,3.0353,3.1799,5.0131,3.3656,3.5492,4.1101,6.5183,5.3508,,,
54800,2.7159,2.8758,3.9775,3.4576,3.3299,4.2975,6.7636,5.8537,,,
54900,2.5522,2.9784,3.8757,3.3611,3.4488,3.8194,6.2223,5.3568,,,
55000,2.5552,2.8989,3.8696,3.1581,3.7013,3.8698,6.6329,5.5065,,,
55100,2.3795,3.0353,3.7769,3.0754,3.4177,4.0232,6.2825,6.0168,,,
55200,2.697,3.3074,4.5221,3.4278,3.5773,4.4949,6.7862,5.4984,,,
55300,3.024,2.8906,4.3305,3.2,3.214,4.4356,6.1863,5.8259,,,
55400,2.35,3.3399,4.1055,3.6089,3.3975,4.278,6.5423,5.7001,,,
55500,3.382,3.3499,4.5347,3.7323,3.123,4.0657,6.8853,5.7738,,,
55600,2.5126,3.1499,4.1273,3.5186,3.0095,4.1234,6.1775,5.8996,,,
55700,2.5815,2.8262,4.308,3.23,3.5578,4.095,6.4674,6.2187,,,
55800,2.8772,3.2309,3.9173,3.319,3.2606,4.408,6.4226,5.7675,,,
55900,2.7233,2.7973,4.1929,3.3519,3.1927,4.0412,6.6021,5.3415,,,
56000,2.5699,3.1232,4.3106,3.2032,3.3176,4.4211,6.3963,5.3762,,,
56100,2.3805,3.2372,4.0504,3.241,3.2619,4.9965,6.6441,5.3727,,,
56200,2.7566,3.0466,4.1485,3.2488,3.4053,4.0415,6.6406,5.6298,,,
56300,2.4938,2.8959,4.366,3.2648,3.466,4.5184,6.3512,6.2176,,,
56400,2.4358,2.8898,4.909,3.3265,3.3998,4.6317,6.6368,6.2423,,,
56500,2.5331,2.906,4.6188,3.4621,3.5052,4.3412,6.0506,6.2619,,,
56600,2.3915,2.8054,4.2295,3.1752,3.1689,4.1323,6.5441,6.0163,,,
56700,2.3875,2.7322,4.2007,3.4389,3.2731,3.8942,6.6897,5.6412,,,
56800,2.4059,2.6829,4.2072,3.6343,3.074,4.2412,6.8749,6.152,,,
56900,2.4652,2.9564,4.4729,3.3826,3.279,4.6682,6.7122,5.6934,,,
57000,3.7748,4.256,5.6148,4.1649,4.3627,5.527,7.5946,5.8921,,,
57100,2.5193,3.1979,4.0526,3.4224,3.4441,4.1598,6.2639,6.2706,,,
57200,2.4679,2.9697,4.3338,3.4241,3.3289,4.7347,6.5998,5.8954,,,
57300,2.671,3.182,4.2771,3.1277,3.6273,5.1332,7.092,5.8446,,,
57400,2.6791,3.0624,4.0959,3.2887,3.5881,3.9868,6.6444,5.5851,,,
