Sort algorithm time record(Millisecond):,,,,,,,,,,,
Data size,mergeSort,mergeSortNotOpt,radixSort,sort(STL),quickSort,quickStNotOpt,heapSort,shellSort,insertionSort,bubbleSort,selectionSort
57500,2.4775,3.6804,4.1643,3.24,3.6924,4.6366,7.3299,6.1972,,,
57600,2.5515,3.0045,4.2897,3.5831,3.5229,4.1607,6.5804,5.9594,,,
57700,2.5986,3.0983,4.3107,3.5111,3.4402,4.4653,6.8925,5.8283,,,
57800,2.6861,2.9259,4.5015,3.3718,3.3318,4.0797,6.8668,5.6126,,,
57900,2.5738,2.9544,4.2214,3.349,3.6621,4.2221,6.8724,5.972,,,
58000,2.6295,3.1015,4.5768,3.4864,3.4011,4.0345,6.9492,6.2675,,,
58100,2.5476,3.901,4.8004,3.3108,3.3939,4.2466,7.0483,5.7615,,,
58200,2.8567,3.0485,4.1247,3.6448,3.7266,4.2319,6.547,6.1482,,,
58300,3.1426,3.6206,5.0392,4.541,4.293,5.9614,9.1789,7.6173,,,
58400,2.7527,3.2833,4.5119,3.6426,3.5248,4.5025,7.0369,5.8443,,,
58500,2.7682,3.0722,4.2211,3.4653,3.4157,4.0002,6.6263,5.8301,,,
58600,2.9087,3.2908,4.3195,3.5555,3.4708,4.5005,6.9847,6.4608,,,
58700,2.7537,3.2428,4.6474,3.8094,3.5344,4.1709,7.1822,6.2772,,,
58800,2.4768,2.9267,4.4332,3.6775,3.571,4.3114,6.6945,6.1158,,,
58900,2.8029,3.2004,4.3129,3.4335,3.4921,4.6563,6.8771,6.3692,,,
59000,2.6225,3.0482,4.608,3.7629,3.4663,4.1995,6.2969,6.3698,,,
59100,2.5832,3.6218,4.5481,3.6068,3.5588,5.1939,6.7281,6.2223,,,
59200,2.5811,3.8874,4.6536,3.3846,3.7375,4.2525,6.5284,6.277,,,
59300,3.0048,3.2231,4.2974,3.4293,3.3406,4.5382,6.8934,5.84,,,
59400,3.0365,3.3058,4.2182,4.6168,4.3485,5.5558,8.5569,8.2551,,,
59500,2.5808,3.3282,4.4303,3.6063,3.8135,4.699,6.9159,5.883,,,
59600,2.7325,3.1251,4.5059,3.466,3.3924,4.75,6.8744,6.2234,,,
59700,2.7889,3.1427,4.2363,3.8555,3.9634,4.6686,7.2734,5.941,,,
59800,2.75,3.0568,4.2354,3.5493,3.5599,4.5852,7.0417,6.5802,,,
59900,2.8384,3.2454,4.5851,4.0088,3.6006,4.5736,6.8815,6.9119,,,
60000,2.5705,3.0544,4.4308,3.4384,3.3366,4.338,6.8397,5.8919,,,
60100,2.5681,3.3199,4.3868,3.4524,3.5226,4.2634,10.519,8.2588,,,
60200,2.9529,3.4538,4.5504,3.7889,3.4856,4.5413,7.2903,5.8985,,,
60300,2.8811,3.2595,5.0692,3.926,3.8674,4.6872,7.1557,6.3119,,,
60400,2.9496,2.9441,4.1,3.6734,3.5081,4.5078,6.7604,6.2634,,,
60500,2.922,3.1556,4.8653,4.0597,3.9586,4.3238,7.288,6.1516,,,
60600,2.9282,3.1085,4.5762,3.5024,3.5948,4.5709,7.1044,6.681,,,
60700,2.685,3.1972,4.6539,3.5208,3.5721,4.4882,7.211,6.7318,,,
60800,3.1651,3.7318,4.8268,3.6785,3.8721,4.7916,7.3451,6.487,,,
60900,2.9418,2.9619,4.4792,3.8926,3.7822,4.4324,6.9511,6.7811,,,
61000,2.9691,3.1237,4.3819,3.8781,3.8259,4.5128,7.0362,6.5756,,,
61100,2.7769,3.2786,4.6521,3.8481,3.3604,4.8527,6.695,6.581,,,
61200,2.5658,3.0665,4.7924,3.4463,3.6333,4.5124,6.9643,6.256,,,
61300,2.7583,3.2486,4.4469,4.3835,3.6944,6.1194,7.5425,6.1552,,,
61400,2.7176,3.2522,4.7099,4.0543,3.3675,4.8697,7.1967,6.6938,,,
61500,3.0846,3.7612,5.2369,4.0817,3.9502,5.3401,8.5031,7.3057,,,
61600,3.1609,3.8632,6.3186,4.5603,4.4054,6.6175,8.8842,6.7707,,,
61700,2.7495,3.5824,4.9263,3.6985,3.7141,4.7041,7.4055,6.8302,,,
61800,2.9374,3.4024,5.817,4.8275,4.161,5.0838,7.171,7.1512,,,
61900,3.1655,3.4512,4.9672,3.8143,3.905,4.6625,6.9525,6.6202,,,
62000,2.9794,3.5404,4.9499,4.0332,3.4704,4.487,7.4509,6.1837,,,
62100,3.0372,3.115,4.3753,3.7095,3.9167,4.4149,6.8606,6.2157,,,
62200,2.8374,3.156,4.5773,3.8123,3.8247,4.7678,7.2755,6.6414,,,
62300,3.2124,3.5642,5.125,4.2132,3.9452,5.6777,8.7276,7.3344,,,
62400,2.8403,3.2373,4.7561,3.7192,3.6531,4.8231,7.1467,6.4339,,,
62500,2.6315,3.1518,4.2292,3.4745,3.7768,4.7808,6.8421,6.1084,,,
62600,2.7564,3.5949,4.3356,3.779,3.6995,4.3674,6.8935,7.155,,,
62700,3.1786,3.0992,4.3171,3.8071,3.9158,4.6614,7.5786,6.8576,,,
62800,3.2055,3.5536,4.2797,3.928,3.5157,4.9044,7.0689,6.5235,,,
62900,2.6774,3.4053,4.6858,4.4815,4.3821,4.5122,6.8494,7.2092,,,
63000,2.6555,3.085,4.3452,3.5367,3.4056,4.4764,6.8366,6.2074,,,
63100,2.6675,3.1613,4.6398,3.5258,3.5762,4.5569,6.74,6.1791,,,
63200,2.8321,3.1641,4.3191,3.5007,3.4498,4.4096,6.7725,6.2906,,,
63300,2.6643,3.1188,4.3046,3.4899,3.5769,4.4332,6.9842,6.4953,,,
63400,2.6772,3.1095,4.4136,3.9371,3.774,4.4285,7.3796,6.4278,,,
63500,2.6739,3.1303,4.655,3.5274,3.5611,4.6886,6.9084,6.2203,,,
63600,2.8236,3.3276,4.3021,3.6494,3.5417,4.5092,7.1195,6.5045,,,
63700,2.6879,3.1329,4.5793,3.5896,3.5211,4.8254,6.8046,6.551,,,
63800,2.7417,3.1969,4.3158,3.6676,3.5657,4.9578,6.8842,6.4557,,,
63900,2.8966,3.4925,4.6744,3.5123,3.5137,4.3837,7.7135,6.3884,,,
64000,2.8852,3.9451,5.0141,4.0562,4.2795,5.0763,7.3453,7.3491,,,
64100,3.0597,3.7503,4.5648,4.1872,3.6005,4.3818,7.051,6.9562,,,
64200,2.7972,3.4452,4.4579,3.7539,3.6932,4.8482,7.3537,6.5673,,,
64300,2.7953,3.3698,4.5426,3.7557,3.6458,4.7181,7.5357,6.5716,,,
64400,2.8385,3.3558,4.8617,3.7602,3.8882,4.8516,7.2883,7.0056,,,
64500,3.0591,3.4324,5.0938,3.8558,3.7984,4.9816,8.4778,7.0538,,,
64600,3.2142,3.5138,4.5275,3.8997,3.6928,5.0882,6.9187,6.9239,,,
64700,2.7744,3.3101,5.0228,3.7161,4.0913,4.9822,7.7874,6.8362,,,
64800,2.8865,3.2819,6.7309,4.7015,4.0356,5.4087,9.0448,7.9156,,,
64900,3.4557,4.0971,5.3172,4.4006,4.3413,5.8338,8.9988,8.0368,,,
65000,4.3907,4.0624,6.0207,4.0764,4.5322,5.7603,8.3141,6.7548,,,
65100,3.0838,3.6794,5.0201,4.8723,4.336,4.6611,7.9005,7.464,,,
65200,2.866,3.3853,5.4319,4.1869,4.0929,5.0553,7.8831,7.2752,,,
65300,3.3197,3.4766,5.1943,3.8995,4.1141,4.7744,7.9471,7.2712,,,
65400,2.7996,3.2827,5.8687,4.0852,4.3292,5.3305,7.5587,6.8866,,,
65500,2.8373,3.2602,4.6597,3.8769,3.797,4.6348,7.1935,6.973,,,
65600,2.9237,3.4151,4.5642,3.8887,3.7759,4.9074,7.7105,6.9759,,,
65700,2.7785,3.6849,5.4115,3.9863,4.2483,6.0306,7.4075,6.4815,,,
65800,2.9124,3.2822,4.6423,3.6981,3.7829,5.1899,7.8731,7.3975,,,
65900,2.941,3.5674,5.0322,4.0817,4.0532,5.6089,7.4301,7.4963,,,
66000,3.1383,3.3823,4.9111,4.0638,4.0312,4.9908,7.9656,7.6839,,,
66100,2.9538,3.6297,5.1118,4.124,3.8272,5.4953,8.0018,6.9694,,,
66200,3.1428,3.6417,4.9949,3.9406,4.1912,4.7602,7.5851,7.3207,,,
66300,3.0534,3.4389,4.7574,4.2076,4.0983,4.8657,7.5491,6.7969,,,
66400,3.2351,3.3764,4.8278,3.8844,3.9874,4.7886,7.8105,7.5301,,,
66500,2.9407,3.4925,4.8076,3.9938,3.7269,4.9943,7.4356,6.9738,,,
66600,3.1211,3.6486,4.7923,3.9187,4.1029,5.1208,7.853,7.49,,,
66700,2.8731,3.4956,5.0374,3.8847,3.8945,4.8493,7.5117,6.7865,,,
66800,2.8174,3.3514,4.976,3.8603,3.6239,5.036,7.638,6.6493,,,
66900,2.8347,3.3275,5.0827,3.7771,3.9878,4.8277,7.6932,7.9493,,,
67000,2.8485,3.3034,5.0182,3.7775,3.7636,4.992,7.7879,7.54,,,
67100,3.2433,3.6843,5.2135,4.4148,5.4062,7.838,8.2906,7.3758,,,
67200,3.2929,3.7837,5.2917,4.1789,3.9112,4.9501,8.317,7.1285,,,
67300,3.0919,3.2977,4.9265,3.8268,3.6784,4.8181,7.4087,9.608,,,
67400,3.1292,3.5836,5.0175,4.0002,4.3789,5.4912,8.0452,7.9664,,,
67500,3.0783,3.366,4.9451,4.1526,4.2019,5.5806,8.2426,7.3846,,,
67600,3.3873,3.951,5.042,4.3903,4.333,5.5893,9.0833,7.3464,,,
67700,2.8804,3.4357,4.8489,3.8628,4.3708,5.1276,7.6953,7.5086,,,
67800,2.938,3.3676,5.0883,4.2033,4.1022,5.1815,8.194,7.5735,,,
67900,3.1643,4.3024,5.9515,3.8542,4.8809,6.223,9.0815,8.7103,,,
68000,3.6418,4.0439,6.7098,4.671,4.9571,5.0956,9.4485,7.2359,,,
68100,3.3426,3.7427,5.2414,4.0701,4.0697,5.2626,7.9079,7.3516,,,
68200,3.1767,3.6447,4.93,4.2668,3.9879,4.7786,7.9017,6.9204,,,
68300,3.2686,3.7458,4.8735,4.0353,3.8522,5.3591,8.5705,9.1517,,,
68400,3.4384,4.4542,5.6092,4.1197,3.7439,5.0083,7.3428,7.3417,,,
68500,2.8763,3.7228,5.0749,4.2485,3.9133,5.6669,7.79,9.1955,,,
68600,3.223,3.5454,4.9961,4.2375,4.0874,5.2075,7.9054,7.111,,,
68700,3.375,3.7864,5.0375,4.3127,4.1898,4.912,8.1298,7.8486,,,
68800,3.329,3.3806,4.9273,3.8303,4.2188,5.4468,7.8353,7.7816,,,
68900,3.1406,3.4817,5.0139,4.125,3.8402,4.9763,8.0058,7.4795,,,
69000,3.2384,3.6139,5.4991,4.0932,4.32,5.2165,8.0683,7.3024,,,
69100,3.2209,3.584,5.1823,4.189,4.3085,5.4001,8.1168,7.869,,,
69200,3.1952,3.7646,5.0755,4.3692,4.5707,5.8667,8.4608,7.712,,,
69300,3.2239,3.8716,5.532,4.2991,4.7906,5.3417,8.0725,7.4779,,,
69400,3.2013,3.4963,5.2105,3.9979,4.0678,5.2845,8.0262,7.6015,,,
69500,3.2273,3.6015,4.7033,4.0003,3.9785,5.1924,8.6766,7.8025,,,
69600,3.3306,3.8489,5.3804,4.3386,4.4073,5.8436,8.1467,7.8365,,,
69700,2.961,3.4596,4.7275,4.3588,3.8192,5.1376,7.7697,7.2274,,,
69800,3.2401,3.4405,5.0117,4.529,4.3356,5.3133,8.3859,7.529,,,
69900,3.1343,3.6811,4.9854,4.0445,3.9882,5.0449,8.3839,8.3781,,,
70000,3.3867,3.5809,4.9431,3.9775,4.1636,5.9582,8.605,7.1432,,,
70100,3.2338,3.7473,5.6026,4.1945,3.8947,5.0786,8.0964,7.2535,,,
70200,3.2073,3.614,5.001,3.9833,4.3086,5.4712,8.5693,7.5125,,,
70300,3.2516,4.2283,5.5859,4.2915,4.0671,4.994,7.6203,8.1934,,,
70400,3.249,3.5443,4.9425,3.9095,3.8837,5.0109,8.03,7.7329,,,
70500,3.568,3.8431,5.3649,4.1178,3.894,4.9025,8.2024,7.3584,,,
70600,3.2068,3.493,4.7445,3.992,4.2899,4.9633,7.6952,7.2059,,,
70700,3.2146,4.0569,5.3184,4.2705,4.3544,5.4276,9.1898,8.3104,,,
70800,3.5934,3.9255,5.5755,3.9605,4.3618,5.5034,8.2377,7.791,,,
70900,3.1759,3.8641,4.8338,3.9626,4.154,5.4196,8.2733,7.8178,,,
71000,3.2532,3.5359,5.411,4.4298,4.204,5.0994,8.069,7.5732,,,
71100,3.5155,3.8236,5.2158,4.3636,4.3601,5.1056,8.3672,7.9041,,,
71200,3.541,3.8988,5.8518,4.7475,3.9214,6.5255,9.6348,8.2112,,,
71300,3.3932,3.7921,4.772,3.9994,4.2741,5.2715,8.1054,7.7581,,,
71400,3.0419,3.6435,5.2214,4.5268,4.1875,5.4126,7.9117,7.7036,,,
71500,3.2522,3.9736,5.3967,4.1975,3.9383,5.0451,8.1149,7.9725,,,
71600,3.5859,4.0787,5.7424,5.0205,4.2758,5.3508,9.1666,7.8906,,,
71700,3.3145,3.543,7.6747,5.3336,4.3242,5.1482,7.8795,7.424,,,
71800,3.8643,3.9455,5.9394,4.4381,4.4232,5.4635,8.4535,7.7147,,,
71900,3.3805,3.692,5.2501,4.5224,4.0789,5.4535,8.3434,7.2914,,,
72000,3.5137,3.9427,5.4713,4.6615,4.8217,5.8731,8.7506,8.0591,,,
72100,3.1148,3.6438,5.2855,4.2624,4.1908,5.8735,8.3231,7.2587,,,
72200,3.0712,3.9213,5.2975,4.4251,4.0907,6.0465,8.4175,8.1611,,,
72300,3.0831,3.6278,5.2578,4.3273,4.1342,6.0124,8.3058,8.0058,,,
72400,3.0658,3.734,5.6425,5.0632,4.5258,5.8548,9.2231,7.8368,,,
72500,3.2662,3.6698,5.1712,4.2498,4.133,5.522,8.6279,7.9558,,,
72600,3.8583,4.271,7.3625,5.5726,5.4689,5.5597,8.5234,8.2729,,,
72700,3.0318,3.6625,5.6329,4.5072,4.5756,6.0135,8.0205,8.2807,,,
72800,3.0871,3.5903,4.9412,4.0806,3.9891,5.1322,7.7713,7.3733,,,
72900,3.4313,3.9022,5.522,4.5445,4.636,5.475,8.6312,8.1136,,,
73000,3.5453,4.5484,5.3922,4.7446,4.3194,5.5787,8.7654,10.4363,,,
73100,3.4321,3.6451,5.4542,4.0791,4.5507,5.1175,7.8483,8.0571,,,
73200,3.8277,4.6534,6.3064,5.2312,4.262,5.5272,9.093,8.5388,,,
73300,3.1919,3.714,4.9891,4.3997,4.1718,5.2573,7.9257,7.5428,,,
73400,3.5732,3.632,4.873,4.2094,4.4595,5.9635,8.4138,9.8779,,,
73500,3.6438,3.9855,5.8202,4.7103,4.8557,6.1319,8.9433,8.4573,,,
73600,3.453,4.1634,5.2446,4.4807,4.2096,5.5061,8.604,7.8174,,,
73700,3.3748,3.8915,5.3608,4.6136,4.5824,5.0982,8.5432,8.1615,,,
73800,3.1184,4.0822,5.224,4.4817,4.6189,5.4415,9.3979,9.5527,,,
73900,4.0246,4.4626,5.8916,5.0642,6.1871,6.8597,9.148,8.12,,,
74000,3.4203,3.7861,5.2757,4.6033,4.6175,5.5872,8.6483,7.7513,,,
74100,3.5874,3.9542,5.4621,4.4387,4.1073,5.3927,8.6307,8.4437,,,
74200,3.4544,4.0331,5.2482,4.8325,4.62,5.7289,9.05,8.0656,,,
74300,4.3915,4.3574,5.864,4.871,6.0911,6.1461,8.3787,8.3533,,,
74400,3.2444,3.7992,5.2742,4.6845,4.3402,5.8544,8.655,7.9997,,,
74500,3.3203,3.9339,5.3924,4.5372,4.5932,5.1272,7.9827,7.5858,,,
74600,3.5424,4.5817,7.1635,5.4561,5.3596,6.7438,8.1632,7.952,,,
74700,3.6795,4.196,5.1082,4.221,4.6778,7.2346,9.488,8.2943,,,
74800,3.4542,3.722,5.5318,5.654,4.2723,5.4507,8.8677,8.1048,,,
74900,3.7159,3.9314,5.5804,4.5252,4.0745,5.4946,9.2383,8.4275,,,
75000,3.729,4.3124,6.257,5.1333,4.982,5.9025,9.0477,8.3854,,,
75100,3.3804,3.8618,5.5162,4.4905,4.324,5.2952,9.1612,7.6702,,,
75200,4.0575,4.198,5.143,4.6504,4.4111,5.3421,8.3036,7.7848,,,
75300,4.0094,4.1433,5.9688,5.1358,6.7465,7.6501,10.5156,9.9883,,,
75400,4.0643,4.9598,6.7222,5.1273,5.5144,6.9688,9.9213,9.3331,,,
75500,4.5377,4.6614,5.5735,4.5395,4.4761,5.7199,8.3474,7.6994,,,
75600,3.8822,4.0602,5.8615,4.4065,4.9419,6.6603,9.1847,9.1822,,,
75700,3.4049,4.3643,6.3974,4.7626,4.6691,5.5645,9.402,9.0018,,,
75800,4.1082,4.5661,6.2375,5.1378,4.5379,6.0468,10.0368,9.3979,,,
75900,3.6953,4.1705,5.7634,4.5356,4.9795,5.9643,9.7343,8.7612,,,
76000,4.3698,4.7325,6.3146,5.5712,6.104,7.1149,10.846,10.6523,,,
76100,4.1765,5.1554,7.3074,4.9711,4.6391,6.3469,9.6343,9.6465,,,
76200,3.7077,4.2582,5.7978,4.9497,5.3005,6.0963,9.6984,8.0684,,,
76300,3.4741,3.8297,6.5513,5.3291,4.9171,6.3694,8.9962,9.2413,,,
76400,3.8318,4.408,6.1141,5.7244,5.4644,6.4098,9.2658,9.422,,,
76500,3.5146,3.8939,6.3833,4.7265,6.5644,6.4843,9.8926,8.5053,,,
76600,3.4138,3.8476,6.3421,4.6763,4.6438,5.9929,8.9863,8.7275,,,
76700,3.7617,4.0744,5.6996,4.4943,4.698,6.5262,9.0529,9.8541,,,
76800,3.747,4.6908,6.1482,5.3022,5.1574,5.7088,8.6048,8.8122,,,
76900,3.3144,3.8211,6.0954,4.3241,4.2808,5.412,8.2215,8.3488,,,
77000,3.9387,3.9749,5.6821,4.8633,4.696,5.3429,8.4735,8.2898,,,
77100,3.3695,4.1098,5.6698,4.5117,4.7345,6.3032,9.1131,9.2619,,,
77200,3.6143,4.5217,7.5111,5.5949,4.7845,6.559,9.0274,8.5628,,,
77300,3.3625,3.8757,5.3784,4.6551,4.3054,5.8859,8.8339,8.096,,,
77400,3.5697,4.2105,6.7711,4.9397,4.364,6.0093,9.2244,9.2215,,,
77500,3.4753,3.9616,5.4111,4.8829,4.9581,5.4099,8.3061,7.9714,,,
77600,3.5794,3.9897,5.8428,4.5702,6.356,8.3825,9.117,9.4941,,,
77700,3.7127,4.9794,5.8445,4.983,5.0016,7.0182,9.4081,8.9811,,,
77800,4.39,4.4663,6.3939,5.7228,5.4677,6.7854,10.7817,9.107,,,
77900,3.7749,4.4128,5.3752,4.4215,4.2949,5.5408,8.857,9.0031,,,
78000,3.5335,4.4357,5.9041,4.6967,4.5444,6.418,9.1494,8.5904,,,
78100,3.6071,3.8639,5.2778,4.4027,4.3746,5.8638,9.8154,9.1164,,,
78200,3.4257,4.1084,6.5865,4.5034,4.3912,5.4724,9.5702,8.6084,,,
78300,3.4519,3.9209,5.3045,4.4019,4.3242,5.4488,8.6958,9.007,,,
78400,3.5588,3.9359,5.5462,5.1691,4.8652,7.319,10.7626,12.3067,,,
78500,3.5625,4.7886,6.3031,5.2602,5.4047,6.2986,9.2134,9.4773,,,
78600,3.8456,4.5569,5.8152,5.5762,4.8381,6.0515,9.814,8.9714,,,
78700,4.2786,4.6744,6.1827,5.0511,4.8484,5.9098,9.8814,8.8562,,,
78800,4.5162,4.5002,6.8276,5.0052,5.2408,6.8199,10.2789,11.0904,,,
78900,4.4946,5.1844,7.8579,5.6274,5.2885,6.5906,9.5421,8.5924,,,
79000,3.5245,3.9517,5.3585,4.5029,4.5066,5.7543,8.529,8.1566,,,
79100,3.8758,4.5429,6.3471,5.0396,5.2279,5.8745,9.0552,8.6229,,,
79200,3.93,4.6356,6.5095,5.5786,5.949,7.0977,10.476,9.6144,,,
79300,4.1643,4.5932,5.788,4.9001,4.8492,5.5738,8.5768,8.738,,,
79400,3.8512,4.2404,5.8758,4.7649,4.9915,5.5774,9.4535,8.3613,,,
79500,3.6628,4.2575,5.6494,4.5014,4.9048,6.7412,9.7179,9.179,,,
79600,3.738,4.834,8.7671,6.3807,5.3505,7.0414,9.1004,8.4225,,,
79700,3.8329,4.1094,5.9199,4.6528,5.0132,5.9496,9.6116,8.684,,,
79800,3.8687,4.3628,5.4005,4.5406,4.8658,6.7381,9.4996,9.6337,,,
79900,4.1097,5.0032,7.2483,5.4886,5.3057,8.0317,9.5347,9.1403,,,
80000,4.1223,4.9496,6.3464,4.5858,4.4873,6.0584,9.5535,8.405,,,
80100,3.7721,4.3531,5.702,5.0858,4.4313,6.1775,9.5605,8.9285,,,
80200,3.5807,3.9346,6.222,4.6404,4.5284,6.5543,10.3835,8.2935,,,
80300,3.9207,4.48,6.7612,5.1009,5.3455,5.8736,9.5679,10.5408,,,
80400,3.7572,4.384,5.9068,4.7705,4.987,6.0371,9.4431,9.3687,,,
80500,3.7448,4.5129,6.0118,4.8207,5.0208,6.5071,9.6058,9.514,,,
80600,4.0309,5.1094,6.5901,5.581,4.9801,6.1361,10.1173,8.4136,,,
80700,3.6205,4.3999,5.5409,4.6605,4.8491,6.1704,9.0233,10.0789,,,
80800,3.519,4.5956,5.9191,4.7136,4.6949,5.9566,8.9561,8.5922,,,
80900,3.6243,4.6178,5.7595,4.823,5.8034,6.8989,10.3868,9.727,,,
81000,3.5882,4.028,5.6552,4.5499,4.4239,6.071,9.9289,9.1759,,,
81100,3.6888,4.1864,5.6019,4.8777,4.654,5.8843,8.9191,8.9435,,,
81200,3.9032,4.312,5.9849,5.093,5.9887,6.4263,9.9814,10.088,,,
81300,3.9445,4.5682,6.1344,4.8315,5.4744,6.5213,8.9302,9.2415,,,
81400,4.2377,4.2494,6.311,5.2156,4.7684,6.343,9.6923,9.21,,,
81500,4.2224,4.546,6.3973,5.2601,5.3148,6.5001,9.5517,9.9183,,,
81600,4.126,5.2556,8.0496,5.1857,5.0255,6.3423,9.8856,9.5513,,,
81700,4.1541,4.0836,5.9621,4.9377,4.7704,6.6012,10.064,10.0736,,,
81800,4.1313,4.6682,6.2486,5.2297,5.3151,6.5987,10.2267,9.6265,,,
81900,4.4621,4.1451,6.5423,5.4215,5.3154,6.5989,10.9158,10.4606,,,
82000,4.0741,4.9817,6.6959,5.2252,4.7371,6.214,9.4777,8.869,,,
82100,3.8164,4.4712,6.4984,5.8902,5.1089,6.8155,10.4484,9.6553,,,
82200,3.7168,5.0104,9.7996,4.862,5.4954,6.6131,10.4864,8.8233,,,
82300,4.2576,4.5708,5.9745,5.6368,5.0545,6.3633,10.4898,10.7916,,,
82400,4.3048,4.3825,6.8328,5.2186,4.9654,6.8678,10.6948,9.6076,,,
82500,4.0725,4.9814,5.9108,5.6798,5.0611,6.3055,11.0461,9.8104,,,
82600,4.2263,5.0095,6.8804,5.4008,5.3935,7.0341,10.5357,9.6289,,,
82700,4.0495,4.4679,6.7145,5.4413,4.9933,6.7995,10.0008,10.0894,,,
82800,4.058,5.4743,6.2553,5.4053,5.4838,6.3272,10.3409,9.6496,,,
82900,3.8532,4.6281,6.1132,5.2332,5.2218,6.6348,9.0727,10.1953,,,
83000,3.8842,4.345,6.4874,5.6009,5.374,6.4891,11.2512,9.5731,,,
83100,4.2336,4.1919,6.4822,5.6584,5.2587,6.7948,10.4459,10.1994,,,
83200,4.0323,4.6294,6.2669,5.1083,5.0182,6.6001,10.8022,9.8786,,,
83300,4.4673,4.7237,6.807,4.851,5.5262,6.7969,10.6302,9.8247,,,
83400,4.0534,4.3224,6.0044,5.038,5.2261,6.5674,9.3863,9.4094,,,
83500,3.9802,4.3703,6.8769,5.5542,5.8282,7.044,10.0237,10.4356,,,
83600,3.8307,4.4736,6.1341,5.2115,5.1203,6.32,9.5671,9.4993,,,
83700,4.3268,4.8751,6.4918,5.8079,5.2361,6.6521,10.9308,10.0474,,,
83800,4.0562,5.0326,6.4929,5.2007,5.0888,7.428,10.0681,9.9607,,,
83900,4.5263,5.0947,6.5569,5.3255,4.6572,6.1612,9.8584,9.4096,,,
84000,4.2467,4.6943,7.1694,5.4031,5.3704,6.8463,10.707,9.8972,,,
84100,4.3762,4.8681,6.128,5.7471,5.5009,6.3378,9.9598,10.9619,,,
84200,4.3692,4.916,6.4485,5.0464,5.0785,6.467,10.4978,10.0874,,,
84300,3.7506,4.8897,6.5593,5.2421,5.6366,6.7439,10.9315,10.0255,,,
84400,4.3791,5.0503,6.4117,5.5538,5.1056,6.9504,10.7921,9.589,,,
84500,4.6267,4.7701,6.2976,5.6205,5.0974,7.0008,10.5237,9.8079,,,
84600,4.4619,5.2177,6.2905,5.6025,5.6333,6.7051,10.9829,9.4103,,,
84700,4.4601,5.1382,6.7287,5.7562,5.1836,7.4292,11.2492,10.0134,,,
84800,4.4255,5.1645,6.9989,4.8649,5.0071,6.7281,10.2808,10.0554,,,
84900,3.7393,4.3791,6.2576,5.2053,5.601,6.2392,12.0274,9.4072,,,
85000,4.5604,4.8136,6.3879,6.0876,5.5316,6.8141,10.9605,10.3086,,,
85100,3.8841,4.9707,6.7178,5.5923,5.1806,6.7243,10.2688,9.1341,,,
85200,4.5242,4.599,6.4904,5.2353,5.0343,6.26,10.43,10.0281,,,
85300,4.7914,4.6221,6.4349,4.8644,5.0095,6.6071,9.8575,9.4717,,,
85400,4.3293,5.1351,6.3669,5.8744,4.899,7.5669,9.8956,9.5893,,,
85500,4.0644,5.3168,7.2537,5.4337,5.5779,7.0273,10.0573,9.6089,,,
85600,4.2526,4.7867,6.8212,5.7559,5.4307,7.4284,10.5499,10.9525,,,
85700,4.5245,4.3402,6.3298,4.9653,5.7085,6.4745,11.3945,10.3681,,,
85800,4.152,4.8653,5.9309,4.871,4.9881,6.0332,9.4508,9.4381,,,
85900,4.1373,4.7616,6.8392,5.578,5.8286,6.6802,10.8813,10.708,,,
86000,3.8874,4.6844,6.6174,5.6421,5.9028,7.4915,10.3816,11.0531,,,
86100,4.4353,4.9739,6.6174,6.2135,5.4171,6.3644,9.7985,9.1584,,,
86200,3.8543,4.3088,6.1769,5.063,5.5262,6.3591,9.9055,9.1996,,,
86300,4.1031,4.636,6.3998,5.1881,5.172,6.5003,10.3208,9.4578,,,
86400,4.5533,4.8209,6.5359,5.7723,6.2571,7.8189,11.1057,9.19,,,
86500,4.4131,4.734,6.1685,5.2896,5.1214,6.2854,10.4001,9.762,,,
86600,3.9455,4.3458,6.0051,5.2975,4.8611,6.2091,9.6087,10.7643,,,
86700,4.3739,5.765,7.8928,6.3393,6.1022,7.2617,12.8115,12.9017,,,
86800,4.463,6.1186,7.6746,5.7832,5.0681,7.5785,12.75,13.634,,,
86900,4.3361,4.4037,6.1007,5.5478,5.2456,7.5856,10.7494,10.9454,,,
87000,4.3984,5.8835,8.1836,5.9653,6.581,7.7527,12.393,12.6674,,,
87100,4.601,5.4347,6.9648,5.5704,5.562,7.4514,11.3069,10.4425,,,
87200,4.8024,5.1673,7.0462,5.6784,5.5079,7.1862,11.2051,11.9274,,,
87300,4.3077,5.3611,8.444,6.4471,5.8116,7.641,11.3392,10.7043,,,
87400,4.3519,4.7452,7.2552,6.2964,5.9473,6.9355,10.326,9.498,,,
87500,3.8996,4.799,6.7389,5.3574,4.95,6.7494,11.0235,10.354,,,
87600,5.2502,5.304,7.6618,6.3148,6.0094,6.6158,10.9764,10.8409,,,
87700,4.3842,5.3931,6.7242,5.6322,5.4786,6.8588,10.8629,10.1376,,,
87800,4.491,4.549,6.2098,5.5827,5.3061,7.1812,11.4621,9.5968,,,
87900,4.1743,5.4829,6.4702,6.2663,6.1146,7.1488,11.3292,11.475,,,
88000,4.9343,5.1928,6.5215,6.2888,5.4186,6.8502,11.0103,10.0322,,,
88100,4.1842,4.8017,6.8578,5.7564,5.493,7.5699,11.0765,10.6052,,,
